Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Nosh Bio,A Berlin-based company utilizing biomass fermentation to produce protein and technical functional ingredients.,Biomass fermentation,"Ingredients and inputs,Meat",End product formulation and manufacturing,,,,Europe,Germany,,Berlin,https://www.nosh.bio/,2022,"Tim Fronzek, Dr. Felipe Lino, Xiangdong Zhao ",Screenshot 2022-08-08 4.09.48 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/xRRhvm1monSrUqXecFVNOQ/Ur94cci8Fyg1OPQeJ-DOEqiK_G7qR6UjuJkMCQoKEv7VPLv8iAjQoFk9_dC6QdW4T_NZAztZ1sjtfYIgX3olX2ucv-aPWUmMgqXCLd0_BQ77sfVHUsXRzOxzLcpuC5Do/JI1gCdAPrdT7XjVv1YqLFr-wgXf2EhKDeDZU2ZpBUKg)
Liberation Labs,US-based company creating precision fermentation facilities to  help companies improve scale and cost. ,Precision fermentation,"Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Bioprocess design,,,,U.S. and Canada,United States,New York,New York,https://liberationlabsltd.com/,2021,"Etan Bendheim,  Mark Warner",Screenshot 2022-08-09 4.42.12 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/TJegVNEwA4Ti3rynoA4IVg/iYZxIEvENWIVbabKjV43vKUMTcPB6uyVBK24AVwoYpf4OMgEq8kGtKOlyUbrd_IF--16tdZ7tzNYUPiswfcHH2w6BktXMCrBC0aMDxpLLYLTsdgriCw4OAFPk7rrWbqV/LLjn-sU4eb0l00RHWtUNh_bWqrEdN_MCDsrdnJ1g_oM)
Synonym.Bio ,"A US-based company building a financing and implementation platform to rapidly bring new biomanufacturing facilities online, allowing for a new generation of animal proteins and novel materials.","Precision fermentation,Biomass fermentation","Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Bioprocess design,Other,,,U.S. and Canada,United States,New York,New York City,https://synonym.bio/,2021,"Joshua Lachter, Edward Shenderovich",Screenshot 2022-08-09 4.58.14 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/RuYhmgZ4c6ei0tt1JH_88A/wt8eUFywYuhNTTdNE5Y8TSqAR86H5k0AnPkJLvI1_mpAzvq1N2vykjX_fps0rgheHjd21wDej4UJjXpVWaw8XDONzfzQrRaqyoL5qvsPlif5bVIpr9L-Xahr9ip3U3i1/tr3Wf2B_TpxFHFCYDoWQxydYqUvCF18wZmPIGHsAnPI)
Leaft ,New Zealand based company that utilizes rubisco protein from green leaves to create plant-based proteins.,Plant-based,Ingredients and inputs,Ingredient optimization,,,RuBisCO Protein ,Asia Pacific,New Zealand,,Lincoln,https://www.leaftfoods.com/,2019,"John Penno, Maury Leyland",Screenshot 2022-08-09 5.18.19 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/enqp10-nCf0XXwijLr4fcA/7BVKRaKz-I3_MRRhlGc8U45_8KqcjB1PM669RXzhJ-aYh2V3vTOuds_H4aB-6MY_g5gANCSwbDW7YOwiVIrwkegvLeiwKsw8hH4HqdOje1PSH_63cB7zbgrG1ne8BsTe/-lQFc_lEG1fThuNiDeYVag8ztuh2AexCM6uiTiept8s)
Sticta Biologicals,Chile-based company that uses yeast-derived recombinant protein for cell-based meat,"Cultivated,Precision fermentation",Ingredients and inputs,Cell culture media,,,,Latin America,Chile,,Santiago,https://www.sticta.com/,2021,"Andrés Ariztía,  Eduardo Agosin",Screenshot 2022-08-10 10.23.08 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/GFuFbzpsyU1kYqC5tydNBA/gAWTk-WooxsVOIrEgbkiF3YBwMk5OGE3yjZ64v4WmLLW6Rrfdi1TNNFainXGxomwm0pf6bMeHHXbVYYvD9JsbR2YHPkMXA-x5xf9wQKdlZa9kChp0MjrWNmbhFzgba64/zW10KgAkO5WBd4oMeDuo9j1ZnbS2f-zakLzMCPljClE)
Kerry,"Kerry is the world’s leading taste and nutrition partner for the food, beverage and pharmaceutical markets. We innovate with our customers to create great tasting products, with improved nutrition and functionality, while ensuring better impact for the planet. Our leading consumer insights, global RD&A team of 1,100+ food scientists and extensive global footprint enable us to solve our customers complex challenges with differentiated solutions. At Kerry, we are driven to be our customers’ most valued partner, creating a world of sustainable nutrition, and will reach over 2 billion consumers with sustainable nutrition solutions by 2030. For more information, visit www.kerry.com","Plant-based,Cultivated,Traditional fermentation,Fermentation-derived","Meat,Dairy,Ingredients and inputs,Other","Cell culture media,End product formulation and manufacturing","Whole muscle meat,Other meat,Pet food,Ingredients",,"Soy,Wheat,Pea,Oat,Yeast","U.S. and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand",Ireland,"Tralee, Ireland","Tralee, Ireland",www.kerry.com,1972,David Pang,Kerry logo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/p9HYVPkKP11JDoqM1F3SHA/Jnjsm_nWggUh1PfPwIxudpz4dVxbK1aXNUcFV8rHPBJrQhCizryoyoMTuT0r1g2YLca7X6U6X_1xhBS6ygziXoh39R3CZSzwcE2yNpDBuOY/k028FmXsXqEhrzL2wGakF8cIGWxnE2F9trRPQdvvsEU)
Australian Plant Proteins,Australian Plant Protein isolates manufacturer.,Plant-based,Ingredients and inputs,Ingredient optimization,,,"Fava bean,Pea,Lentils,Mung Bean",,Australia,,Melbourne,www.approteins.com.au,2016,Brendan McKeegan and Phil McFarlane,APP_new_logo-01.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/0g-MulL2OUnRwCFifUvsMA/C5S-C9mmD6FMBFvIItn0PBB85sa6zpd9NSTNk5zYOAhWkrftGsYrfXMpxo0pzkCmvvk5YJaZfest3KpICRoVf8f28XFZ5zzvUyiosZiwYbM/OpugvDNijPCcW67vCHenXgpJoFGyw8RB_EJlWZSLNsg)
Elementa Foods,LatAm based company focused on changing the way we produce Alternative proteins,Plant-based,"Contract manufacturing/processing,Ingredients and inputs","Crop development,Feedstocks",,,"Pea,Chickpea,Lupine",Latin America,Argentina,,"Tigre, Buenos Aires",www.elementafoods.com,2019,"Gaston Saint Paul , Gonzalo Ramirez Martiarena, and a couple of partners",Elementa-colores-JPG.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/STbEIfhgkQ35uncBFOn3ZQ/eJxcdEvyyIJC-OHH8_e90WlfD0DbYo_Dm3p6PYvVcwMRenLliwRyW94OAuuRwP9VKuCm4GMQ0jAm-847-NhDF1eMakqFOH_4429U3ieY7xY/EaawKZ-OalXyiL2Gqcy0-H1ioedQYGUSZuQqtrGor3E)
Biofect Innovations,Canada-based company that utilizes fermentation to produce plant-proteins for a variety of food and beverage industries,Precision fermentation,Ingredients and inputs,Ingredient optimization,,,,U.S. and Canada,Canada,Ontario,Toronto,https://www.biofectinnovations.com/,2018,"Louis Lo, Teshager Kefale, John Abousawan, Dr. Ralph Christian Delos Santos, ",Screenshot 2022-08-16 2.59.53 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/saZr5kaW6nyhTTvzqvdWgg/1yon7s7OI3suf76ElFWCbvDayJ6E0wxinRwZ5Zf-VLqt5JBuiJc_37UoYQKG5QQGjKMg5yDXw1sJ5A858xe-42F0hI3xWYEupK6eicaiciZ3s9BW9pkgEbcuqMFEDnna/GVkrTCdoKFzyt1zZlu0MN3Qc4cXg_u1ttV1IsjqTLrU)
Planetary ,A Swiss-company producing bioreactors for fermentation companies,"Biomass fermentation,Precision fermentation","Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Bioprocess design,,,,Europe,Switzerland,,,https://www.planetarygroup.ch/,2022,David Brandes and Ian Marison,Screenshot 2022-08-17 9.41.14 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/dLUETX63NOphzLWQ8dP5PA/w0RM2W4OUprKfZaa4QvK7WcdlMGPYyqve5dtOh78c3n7pnCVLHhrCdv1vUhtctiXDKcehGSlEVVFWFleifERvKYeF7GM4AX5Bl2QYKuzBOxxPvI9Xo-jnm8U_VpaSAqf/gVngvvYYuc8GZWsy0Ldotr0onRFcax34G_6k6r0qGPQ)
GEA Group AG,"GEA supports start-ups, ingredient suppliers and food processors to develop, scale-up and produce the nutritious new foods consumers are looking for.","Cultivated,Plant-based,Fermentation-derived,Biomass fermentation,Precision fermentation",Food processing infrastructure and equipment,Bioprocess design,,,,"U.S. and Canada,Europe,Africa/Middle East,Asia Pacific,Latin America,Australia/New Zealand",Germany,,Düsseldorf,https://www.gea.com/en/index.jsp,1881,,GEA_Logo_2022.svg.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/u5YhSwB65JUXJhzomMcENA/1KsSxiW0PMFBfLVp3b6ZfmkDRa468JrGhT419putYSAdFtayTvD_wF3F4o4jq0NVqodRbRTmkxLUCOvVdJrjCcuaygE8nMQDPBKEE8UiE-M/zZe3iWfo32ffyGcNWLJMSUeL9BzxcN9JX25SjA59BOk)
KCell Biosciences,South Korea-based company producing cell culture media,Cultivated,"Ingredients and inputs,Meat",Cell culture media,,,,Asia Pacific,South Korea,,,http://k-cell.com/,,"Thousand Oaks Pharmaceuticals, WSG",Screenshot 2022-08-17 9.18.42 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/u3l9DlEkexL0CS9fXv7psw/GcDmw86NnY4rQFXdZNHh-jPkPXvlo9tIpC3JK5_23V2btBTOEZuUkYgNFHFJVx4gA4D11WWR_0QDd5FOQmesFLzEpawoGWE5WgMmuScKPASckzIvzTSSteoIQFRWaHYh/pwj0v060pvHT2B_nYMgW8X4w7OjUgwNhfP0jwP2h8Nc)
Freely Vegan,"US-basesd culinary company focused on making egg-replacements, seasonings, and desert mixes.",Plant-based,"Eggs,Ingredients and inputs,Dairy",End product formulation and manufacturing,"Eggs,Ingredients,Other dairy",,"Flaxseed,Sunflower,Other",U.S. and Canada,United States,Ohio,Marysville,https://freelyvegan.com/,2013,Deborah Mesdag,Screenshot 2022-08-22 8.22.55 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/eKDxyT5jOKYdaTsvtSISRg/kT5tV11496La9ZpSElM4_SrHMyz-Az7XQ0ymp3ZuiNUHp_WLunR_GWi_IPCRq7PVF9FzSqkpajZ5sREP2lNJcm-FxMkQO5oGZh2MF2WEgDKJyKFHqCjnO7_ytQ-vEJJg/Wjim0BvJp169OSO4M_k3vBVwq41G8mgueAualevF_mc)
Wasna,Singapore-based company producing cell cultures for cultivated meat.,Cultivated,Ingredients and inputs,Cell culture media,,,,Asia Pacific,Singapore,,,https://www.wasna.co/home,2021,,Screenshot 2022-08-22 9.31.53 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/x85W4NWU-oqNvPNZXn4N-w/Nyy_HYUgT56TGH_sDVdvy4aUZb71KboxkJOdNXGdzfsFJaoH8TvJKPZVZnepXhF-LuuthaPpYyWAt1g-3Wr9QULk5IK0hGQGG21fKrM-hJ2mhY40NL06yMq3dAduzdUd/TF-j9NNRaomR0jsL3pbb54i79Htz88rLrqPSWFMksBg)
Extracellular,A CDMO providing scale-up and development services for cultivated meat companies.,Cultivated,"Meat,Seafood,Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Bioprocess design,"Seafood,Other meat","Beef/veal,Chicken,Pork,Turkey,Duck,Mutton/lamb,Fish,Shellfish,Goat,Antelope,Crab,Tuna",,Europe,United Kingdom,,Bristol,www.extracellular.com,2022,Will Milligan,
Excell,U.S.-based company using mycelium to produce scaffolds.,"Cultivated,Biomass fermentation","Ingredients and inputs,Meat",Scaffolding and structure,,,,U.S. and Canada,United States,,,https://www.excell.bio/,2022,,Screenshot 2022-08-22 11.09.38 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/t_GViepBpGn9iDy6dDjlTA/esvZA7WjJ4r60YlzyojuPGtJtUd94nrgtCqaHuIVnjFhH-b3RxcsmqEw_muZ6zHfqtWzcb-30F3jwvX-6hGW7XsUnXoP7Rpkk5bBNv4arUVP42kchRQSCu41E-FEt63Y/SundmbqPmVs0IreRnFGJlHbvkji8kJvEbOFMEKL5DqY)
Advanced Instruments Ltd,"US-based global leader in the supply of osmometers, cell imaging and single cell seeding instruments.","Cultivated,Fermentation-derived,Biomass fermentation,Precision fermentation",Bioprocessing infrastructure and equipment,Bioprocess design,Other,,,U.S. and Canada,United States,Massachusetts,Norwood,www.aicompanies.com,1955,,OIP.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/SkfsyoN2RpW2G4cCPD25TQ/JXCBnluVGCHz8Ji8wIpVejTSXFQSR3sRAdK65naMTKwe7-XEWYesT2sGhprj6ig86wjc6o_V8PlKZV4AWx9Dzw/xgUKht0_PqwZ57DdLD70AOoC3LjACSSEpbADQgXeak8)
Yeap Ltd.,Israel-based company producing sustainable protein made out of upcycled spent yeast.,Plant-based,Ingredients and inputs,Ingredient optimization,Ingredients,,Yeast,"Africa/Middle East,Europe,U.S. and Canada,Asia Pacific",Israel,,Ashdod,https://yeap-proteins.com/,2020,"Jonathan Goshen, Didier Toubia, Dominik Grabinski",YEAP LOGO Y.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/WGWY-rNVxE6cy9Vd55yc1A/jX9rhNSH6TmlZq7weYdnjCVWVFePpcnAOYyWKyZCtGcgLpOVYSnU9_N38mazsjhUirPRF9YiMkpP5FtDtEe--GcLUZBiA5qzXft9BmUBouU/3SkvyP2IG8k4ao1LVoNXtL2kqMuzMjTcVqOPT4aPkQA)
Brabender GmbH & Co. KG,"German-based manufacturer of equipment for measuring the physical properties of food ingredients and of extruders for developing products, formulations and processes on a laboratory and pilot scale",Plant-based,Food processing infrastructure and equipment,"End product formulation and manufacturing,Ingredient optimization",,,,Europe,Germany,,Duisburg,https://www.brabender.com,1923,Carl Wilhelm Brabender,Brabender_Logo_engl_web.gif (https://v5.airtableusercontent.com/v1/14/14/1674252000000/TxUUrAezwsQaBkEztBx7Ng/mOEFEKp-wPCLJ0mb1rSVAeq5cC-qPxrQA7yfwz4pEQFkgd_AjHrihKz6Y0gThtpXSMRZ8DPAt2aJysMwfv6FzbLPGxgIyLwekuCE5tIfO2fQIJw1JAp6iH_bq7SJX5xN/UtKgX45Lvrs-jvGNa_OR89kCT0o4PAe80HJLY8YmbL0)
Rubisco Foods,Netherlands-based company creating plant-based protein ingredients from water lentils and alfalfa ,Plant-based,Ingredients and inputs,Ingredient optimization,Ingredients,,Water Lentil,Europe,Netherlands,,Raalte,https://rubiscofoods.com/,2019,,Screenshot 2022-08-29 11.24.17 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/5kjV3FHvWXRBlTYnojT_Ig/jQzb92ThlT80NojjYW9gwMXX_dSVBRmbO_j_p8TnIxGWpNeWWVkWC13d5F3aE5hixg4fEKlC5bX-KNNan95qRK50aXF12oIRWSYyMJtS6BE7Pq_hhozX8NioNkxwIgFz/HwnZcOc-a668IaFC6InUZUwsqnbi-xDOYqpiT6ZqmYk)
The Green Dairy,Swedish company that provides contract manufacturing for plant-based dairy products.,Plant-based,"Dairy,Contract manufacturing/processing",Ingredient optimization,"Milk,Other dairy",,,Europe,Sweden,,Karlshamn,https://www.thegreendairy.com/what-we-do,2006,,Screenshot 2022-08-29 4.50.36 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/VjUvb0JQ6MwwlBZmyDqzEw/qseGMKtSyBKdU0Fdbqefga7f-W25MdTUeW-YVALGL0bOy4IykrJLSm3Yu-xSxrab04R4GUst2vWpFYyGiNzCHYhIy_KP82Mq3h1wW8qell0htot4pSgVLyH96HCPiwWG/vxdwmAsKZmbDAg81LeYQTY3Qk3MDuDD3cQitDhEIdOY)
Planture Group,"Sustainable plant-based ingredient supplier and TVP producer. 
Creates and provides circular ingredient solutions for food and industrial markets.",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Fava bean,Pea,Barley,Chickpea,Lentils,Wheat,Soy,Sunflower,Lupine,Tapioca,Canola,Oat,Mung Bean,Rice,Buckwheat,Potato",,Netherlands,,Amsterdam,https://planture.com/,2016,Robin Baas and Robin Geelhoed,image002.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/i3g5dk8G3wkhW3gj0DI40g/ywpFH3TpqKUeWxBCpZw4MFBmEG1JfbZxHAB3QKtRb6DNDoQGqPqMr_UjZyjFx1KLvT04U4RIu3vbSoYBtZVjTC81unfq7M0JJLOwKmzSefE/T4AtSLRa0sRx-z0L1KE_wvNnZvkofoEXJGnRSWy2HJg)
Red River Innovations,"Singapore - based company that produces alternative milk, meat and seafood by using fermentation and yeast",Biomass fermentation,"Meat,Seafood,Dairy,Contract manufacturing/processing","Bioprocess design,End product formulation and manufacturing","Milk,Seafood,Ground meat","Beef/veal,Shellfish",Yeast,Asia Pacific,Singapore,,,redrin.sg ,2020,Le Quang Thanh ,
Plantagusto Group Ltd.,Plantagusto is a Finland-based clean-label plant-based meat company with texture and fat technology that allows for the authentic replication of animal meat textures without the use of extrusion.,Plant-based,"Meat,Dairy,Contract manufacturing/processing","End product formulation and manufacturing,Ingredient optimization","Whole muscle meat,Ground meat,Other meat,Cheese,Pet food","Beef/veal,Chicken,Pork,Turkey,Mutton/lamb","Wheat,Pea,Soy,Fava bean,Lentils,Sunflower","Europe,Asia Pacific,U.S. and Canada",Finland,,"Helsinki, Finland",http://plantagusto.com,2019,"David C Winegar, Giovanni Vaccaro",Plantagusto-with-text.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/i5KFN5BHaYG1eF84VmubsA/AL2ob_eev5zkZKXnygkSafmClXtaEA7148zsa8RvDaI7y9IEGItqcDXrO-IWpNH-t3ngC3xrL3e5ex7DCoYNpqGxUC4NOUarlAmhggk3_fCKLQqxp1r8EyWhvJ7M4rON/EBEbk5U1YDTo4C21zIejWYHLOXbhjpDhb4hCUYGRyto)
Griffith Foods ,"Global product development partner specializing in food ingredients including: seasoning, sauces, substrate building blends, breadings and coatings for plant-based processors and foodservice operators. ",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Blend,Other","U.S. and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand",United States,Illonois,Alsip,https://griffithfoods.com/ ,1919,E.L. Griffith & C.L. Griffith ,1559676818559.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/5vvSm32wqvpIjf3I8c0-Ww/8EIXbYdkbI38SpesYfaWbnbg9JWMkg3Au8RMK4bWMQnddHarQY3bcdBicVRqPVdr5JyukdqQ7Ee5iX_xivzn0UZ3qXtCmgrfnf9895VsKqU/KznNR4AD3VHV_yvimgBw2A8hPrDLZ_vA5b0Ss0tbv40)
Kynda Biotech GmbH,Kynda combines fungi and local by-products of the food industry to generate mycelium by biomass fermentation in our own patent-pending bioreactors. ,Biomass fermentation,Ingredients and inputs,"Bioprocess design,Ingredient optimization",,,Mycelium,Europe,Germany,,Hamburg,https://keen4greens.com/ (soon to be changed),2019,"Daniel MacGowan, Franziskus Schnabel",WhatsApp Image 2022-09-19 at 6.53.12 PM.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/VBFf1cFpTkAG2tYjMK7aLA/Zs5C7QInlltzf_qCROYzRVVUVXZ2Zy4RTEIgHDSs_O443RixBJqTvcTViJMUEmDJIKfas6BG3s5zJuVra92xbPuepTap6jkeIgNTX6VISjgjf1iyak8H_4WcmLEmUDgt/SuiZib2smauHdaaERJFXx2mkBkPXxNSXD0sETm9CeHY)
Arxada,"With 26 manufacturing sites, we help our customers to work better - to be more efficient, more effective, more sustainable.  With our high precision fermentation facility, from concept to manufacturing, we are following a stepwise approach in order to maximize success day after day. Our highly modular concept is at the heart of CDMO, providing enough flexibility to master various technologies in the fields of proteins, enzymes, small molecules, ....","Fermentation-derived,Biomass fermentation,Precision fermentation",Contract manufacturing/processing,"Bioprocess design,End product formulation and manufacturing,Crop development,Ingredient optimization",,,,,Switzerland,,Basel,https://www.arxada.com,1899,,Arxada_R0_G0_B255_RGB_BLUE (1).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/vHSpZ1ca7IxAjLZucJ9Rdw/8scQZ6NwX8HJHxu4rfAYBDCNsgfaTYHJp5rFmIm2_Db6r4RstUH1LkUz9mNFbB6proA17H-URZHLPo0TGNgTpvm6bMqU1r_BNUDLtGrYBmgiwGPZHX_3tj0636lnxyK2/mYIKFah-77ceo_WQz1pZIoCf-AuwSJMv188nXDrEupE)
Alimentos Sanygran.S.L,Plant-based products and ingredients manufacturers.,Plant-based,"Meat,Ingredients and inputs,Seafood","Ingredient optimization,End product formulation and manufacturing","Ground meat,Other meat,Ingredients,Seafood","Beef/veal,Chicken,Pork,Duck,Mutton/lamb,Fish,Tuna","Pea,Soy,Fava bean",Europe,Spain,,Tudela,https://sanygran.com/es/,2010,Julio Marcó and Eugenio Alonso,Logo nuevo-01.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/rW5VM8k1o7_XqKcHzm4RFQ/pGJ3TuU6nCvALD0ePT4Z86mFB34ssfVX7IKJB8SdxGw1WYHnfhWC1az8jzfT2rOBwvowol31JHsDXEYEoGNw8s1BlzJEYdx-WUYyIOSivYw/8CAhPtgIigLafwza7bT_9cihD1MQL9vrzRSgRTVmnEk)
Alt Atlas Ltd.,"AI-powered food ingredients and solutions. With its proprietary high-throughput cell and media screening, the company is developing stem cell lines (non-GMO) and how to use them (AI-based custom recommendations to scale-up production based on users' unique production systems",Cultivated,"Meat,Ingredients and inputs,Other","Bioprocess design,Cell culture media,Cell line development,Ingredient optimization","Ingredients,Other","Beef/veal,Chicken,Pork,Other",Other,Europe,United Kingdom,,London,https://alt-atlas.com/,2021,Sofia Giampaoli,Alt Atlas Logo - Full.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Ow6X5VrykEIY0GpwsP1V3w/beFnCL7y7N-EUW_p4-bc5x6jhCgqhIGx8Woa_NLTVapqpDOv0V-BzNjST-w55Hw_myQKvAenD-nEy2CJWaDkXZHYhTxEr0r5Bp-7mpLpiRI/bX1Xi0x1r4dXJ2Nert8uZxxy0tRfQfEBGyW9mqK9c8M)
Boston Bioworks,U.S.-based company providing fermentation services and equipment.,Precision fermentation,"Bioprocessing infrastructure and equipment,Contract manufacturing/processing",Bioprocess design,Other,,,U.S. and Canada,United States,,Boston,https://bostonbioworks.com/,2022,,Screenshot 2022-10-01 8.54.04 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/kIO6NfDOzYPBNsHgR0tabQ/CxdpkXbhNqhnuQMuM_Z4OykdD9yIkBnB41SDr5QiePsSVxtcZQpAZ4qPBG4GK16UuvMSMjhttuB0k9XgW_icp3BU_eXnCSwQPoEYpTzHa1Gkx5acrs_iHIK9MLnkeLf-/V1fS7jHu8xGJQQym70rX_kX-sK9RcGPPk3rVURgVA0o)
Asterix Foods,Israel-based company using plant cell culture to create glycoproteins.,Plant molecular farming,Ingredients and inputs,Ingredient optimization,,,,Africa/Middle East,Israel,,Ness Ziona,https://pitchbook.com/profiles/company/501380-47#overview,2022,,
Ingrediome,Israel-based company producing an animal-free emulsifier for plant based meat formulations. ,Precision fermentation,Ingredients and inputs,Ingredient optimization,Ingredients,,,Africa/Middle East,Israel,,,https://www.linkedin.com/company/ingrediome/about/Ingrediome.com/,2022,,Screenshot 2022-10-01 9.40.34 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/KmVFyiW7NGmlGkSUcssWqA/WDtlnCJka_w2HAl2s79CSzSKJ1gRKpSZcZ4rndw53uc2jluARx1jt_CB27tovAVCXXR3qLS56mpIqCqHxE-y36htckhzSz11j4A1NHLlzpE-xy2E7PH0k-5Y7eIewDiL/FdUN_gwslGKSPh7IyEz_C4h3CC1sQ1SeZL5FPmEvgqc)
Sprouts Foods Inc ,Canadian producer of fully cooked plant-based comfort food components for food service operators,Plant-based,"Meat,Ingredients and inputs","End product formulation and manufacturing,Ingredient optimization",Other meat,"Beef/veal,Pork","Pea,Chickpea,Mushrooms,Lentils,Quinoa",U.S. and Canada,Canada,,Canada,www.sproutsfoods.ca,2020,"Martin Daniels , Jefferey Youngberg ",Sprouts-Logo.pdf (https://v5.airtableusercontent.com/v1/14/14/1674252000000/al5O1OIbHxvrx-Eykiktnw/ZCo3wTX_vzybRo1rtEPPYOFc-hBmEYZ_J0XYyxVuYv8emOMTkbfpmwCLcHwfN194o9sMndnUCXy_hemeLDuwnuNu928I95VwgpiSsn3seMg/vHl4YgGI97SOg6tqIVilIcvgK_dL8aeWst53oJiYv24)
